Filename,Predictions,Probability(%)
test/H1_0aKSPOQPfF_spectrogram_2.0.png,koi_fish,99.49744
test/H1_0e5Dy4nVSy_spectrogram_2.0.png,low_frequency_burst,98.92939
test/H1_0fp5wZUWD7_spectrogram_2.0.png,chirp,96.09965
test/H1_0fqhxrMSdU_spectrogram_2.0.png,blip,95.99303
test/H1_0iQMjI8AXR_spectrogram_2.0.png,koi_fish,98.78977
test/H1_0kEtuRN5bL_spectrogram_2.0.png,helix,78.543465
test/H1_0kO45PNBFP_spectrogram_2.0.png,koi_fish,79.180595
test/H1_0lXmg9D2vH_spectrogram_2.0.png,koi_fish,99.954315
test/H1_0ljBnkXHQy_spectrogram_2.0.png,blip,98.34994
test/H1_0lxNqGby4Q_spectrogram_2.0.png,whistle,100.0
test/H1_0n4vsZorzC_spectrogram_2.0.png,low_frequency_lines,42.097153
test/H1_0nox4AiRQL_spectrogram_2.0.png,low_frequency_burst,99.31092
test/H1_0oSeFfbdPT_spectrogram_2.0.png,blip,99.87771
test/H1_0p7tZaSsMq_spectrogram_2.0.png,helix,93.85245
test/H1_0q4vXdyhJS_spectrogram_2.0.png,koi_fish,99.92484
test/H1_0qXEWs9mLu_spectrogram_2.0.png,koi_fish,88.012474
test/H1_0qhOZiXxFG_spectrogram_2.0.png,blip,97.96495
test/H1_0u1r1kBgwF_spectrogram_2.0.png,repeating_blips,74.77419
test/H1_0vs4hgxepo_spectrogram_2.0.png,blip,98.42005
test/H1_0wAa6b23CX_spectrogram_2.0.png,koi_fish,29.478428
test/H1_0wO8eObl0J_spectrogram_2.0.png,scattered_light,95.52698
test/H1_0x1oGdHyBh_spectrogram_2.0.png,blip,94.512436
test/H1_0xWVm9Hddl_spectrogram_2.0.png,blip,91.73864
test/H1_0yn88IyjOH_spectrogram_2.0.png,low_frequency_burst,99.83468
test/H1_0zVLGu93lO_spectrogram_2.0.png,koi_fish,94.39587
test/H1_0ze2NPQzog_spectrogram_2.0.png,blip,76.401985
test/H1_0zxRVjWedM_spectrogram_2.0.png,koi_fish,73.46663
test/H1_11P23LwYX1_spectrogram_2.0.png,whistle,92.71716
test/H1_12IfV6N9Vv_spectrogram_2.0.png,no_glitch,74.68754
test/H1_13EjW2v7JK_spectrogram_2.0.png,koi_fish,98.9731
test/H1_1434udlYch_spectrogram_2.0.png,extremely_loud,39.80016
test/H1_14ArH6uST2_spectrogram_2.0.png,power_line,99.99919
test/H1_14q9cQISeT_spectrogram_2.0.png,blip,70.48291
test/H1_1BvJF4qn5w_spectrogram_2.0.png,koi_fish,99.69131
test/H1_1D6WtR7WYN_spectrogram_2.0.png,low_frequency_burst,93.023674
test/H1_1EaRU2Bl0N_spectrogram_2.0.png,whistle,91.481224
test/H1_1F7ouIjvmL_spectrogram_2.0.png,extremely_loud,47.33479
test/H1_1FIjb5tx0V_spectrogram_2.0.png,koi_fish,95.839775
test/H1_1H3I523Vrk_spectrogram_2.0.png,blip,97.373245
test/H1_1H5URSSSjX_spectrogram_2.0.png,power_line,99.96726
test/H1_1HoxYfxH8R_spectrogram_2.0.png,koi_fish,58.56136
test/H1_1HyNmITaAi_spectrogram_2.0.png,koi_fish,99.99996
test/H1_1Lsf0hDoXT_spectrogram_2.0.png,power_line,99.703804
test/H1_1LtplUkIXk_spectrogram_2.0.png,koi_fish,99.97644
test/H1_1MCjFwUHye_spectrogram_2.0.png,blip,80.323135
test/H1_1N6HRIPZul_spectrogram_2.0.png,blip,81.207664
test/H1_1N7wPW5ehR_spectrogram_2.0.png,blip,99.55166
test/H1_1NmfK8UfSN_spectrogram_2.0.png,koi_fish,99.99909
test/H1_1Nqfi9RlFz_spectrogram_2.0.png,low_frequency_lines,59.378796
test/H1_1OAhQHWEp4_spectrogram_2.0.png,power_line,99.9368
test/H1_1OzUpAoBwi_spectrogram_2.0.png,koi_fish,98.498
test/H1_1QDSnpTXDC_spectrogram_2.0.png,koi_fish,99.98977
test/H1_1R2QyhoFfH_spectrogram_2.0.png,whistle,100.0
test/H1_1TMo0dhzxW_spectrogram_2.0.png,koi_fish,99.627884
test/H1_1UeSoNvNVA_spectrogram_2.0.png,low_frequency_burst,78.48596
test/H1_1UqbbNVgkE_spectrogram_2.0.png,scattered_light,87.78488
test/H1_1WGm9sfium_spectrogram_2.0.png,koi_fish,32.884476
test/H1_1WHPTTFbuT_spectrogram_2.0.png,koi_fish,99.95882
test/H1_1XQi3T3FNq_spectrogram_2.0.png,scratchy,99.97871
test/H1_1YP8fNDTkY_spectrogram_2.0.png,whistle,59.275627
test/H1_1ZiBLwkoSA_spectrogram_2.0.png,blip,99.72313
test/H1_1a0JILAF6A_spectrogram_2.0.png,scattered_light,94.49055
test/H1_1c5dyc3tkT_spectrogram_2.0.png,blip,35.034576
test/H1_1cAEnbDsQz_spectrogram_2.0.png,blip,98.47658
test/H1_1d01isGjqx_spectrogram_2.0.png,blip,42.541374
test/H1_1dlDfES24R_spectrogram_2.0.png,blip,92.239716
test/H1_1eOIJvG4v1_spectrogram_2.0.png,no_glitch,68.362785
test/H1_1fJBsJGKua_spectrogram_2.0.png,blip,99.042145
test/H1_1fSBxlttJe_spectrogram_2.0.png,repeating_blips,58.096676
test/H1_1fgJRveZ7B_spectrogram_2.0.png,koi_fish,99.89022
test/H1_1g8Qu5xd3J_spectrogram_2.0.png,no_glitch,81.39113
test/H1_1gUA6jmN4G_spectrogram_2.0.png,koi_fish,99.999275
test/H1_1gtLoY8WCJ_spectrogram_2.0.png,koi_fish,99.99838
test/H1_1ibSM4r6gF_spectrogram_2.0.png,low_frequency_burst,79.947586
test/H1_1jLtvK2zsk_spectrogram_2.0.png,blip,53.16971
test/H1_1lG92tvHfY_spectrogram_2.0.png,extremely_loud,100.0
test/H1_1lu5yltTrI_spectrogram_2.0.png,blip,98.0422
test/H1_1mcZ85n8UQ_spectrogram_2.0.png,koi_fish,97.262726
test/H1_1nPwoPkK4U_spectrogram_2.0.png,koi_fish,99.99701
test/H1_1o6t6QrbWC_spectrogram_2.0.png,koi_fish,99.97021
test/H1_1pWhprAkAJ_spectrogram_2.0.png,blip,95.59789
test/H1_1r3Jp6O0l6_spectrogram_2.0.png,extremely_loud,99.963425
test/H1_1tAERrmhGy_spectrogram_2.0.png,koi_fish,99.11825
test/H1_1tOykZxQty_spectrogram_2.0.png,koi_fish,83.98845
test/H1_1tbjVXiFm4_spectrogram_2.0.png,low_frequency_lines,99.86317
test/H1_1wBX7BfpdY_spectrogram_2.0.png,extremely_loud,58.003777
test/H1_1xlew6g7aG_spectrogram_2.0.png,blip,95.302055
test/H1_1y9yX98eFf_spectrogram_2.0.png,blip,94.19169
test/H1_1yVI8IDkOX_spectrogram_2.0.png,helix,48.743717
test/H1_1ycYZhyvyu_spectrogram_2.0.png,koi_fish,99.9348
test/H1_1zMvy76tr6_spectrogram_2.0.png,blip,97.161026
test/H1_20OMhro5fU_spectrogram_2.0.png,koi_fish,81.47874
test/H1_214sFDYSUn_spectrogram_2.0.png,low_frequency_lines,49.111095
test/H1_21C2PBwZqo_spectrogram_2.0.png,extremely_loud,54.378742
test/H1_25F2kUhNEA_spectrogram_2.0.png,blip,67.05367
test/H1_26CFfZBda0_spectrogram_2.0.png,scattered_light,98.99344
test/H1_26IPuZ90yW_spectrogram_2.0.png,tomte,94.53866
test/H1_26OqTtTc81_spectrogram_2.0.png,power_line,99.99879
test/H1_26oBkkq3O0_spectrogram_2.0.png,low_frequency_lines,56.614502
test/H1_27XPHg9pYG_spectrogram_2.0.png,low_frequency_burst,99.95627
test/H1_27pshv4k5u_spectrogram_2.0.png,blip,82.24023
test/H1_2BlP8i0u5o_spectrogram_2.0.png,no_glitch,79.48116
test/H1_2CT9I8ZhLE_spectrogram_2.0.png,whistle,100.0
test/H1_2CbynuoFJJ_spectrogram_2.0.png,blip,52.985615
test/H1_2CkiuPNM8T_spectrogram_2.0.png,koi_fish,49.60498
test/H1_2ELjHsPsNX_spectrogram_2.0.png,blip,58.827026
test/H1_2ElJBR2wbV_spectrogram_2.0.png,blip,98.115875
test/H1_2F95xnixP3_spectrogram_2.0.png,koi_fish,54.701244
test/H1_2FEncuZazC_spectrogram_2.0.png,power_line,99.99892
test/H1_2Fr5FYQWFx_spectrogram_2.0.png,scattered_light,52.055813
test/H1_2GHozJXecr_spectrogram_2.0.png,koi_fish,99.48988
test/H1_2IC23D8Gfs_spectrogram_2.0.png,blip,82.80883
test/H1_2IHLWtimQS_spectrogram_2.0.png,repeating_blips,75.82058
test/H1_2J3JVOsywJ_spectrogram_2.0.png,blip,99.40911
test/H1_2JbRRM8lLE_spectrogram_2.0.png,blip,54.982246
test/H1_2K2YT6IBYI_spectrogram_2.0.png,blip,97.40649
test/H1_2KTCtZ5NtL_spectrogram_2.0.png,power_line,99.999825
test/H1_2L70tspbqY_spectrogram_2.0.png,koi_fish,98.06315
test/H1_2LF5kOWFHl_spectrogram_2.0.png,power_line,65.32038
test/H1_2LU2xm3mtQ_spectrogram_2.0.png,koi_fish,99.87827
test/H1_2LsVqfnLpl_spectrogram_2.0.png,repeating_blips,81.22647
test/H1_2MHRoHUjY9_spectrogram_2.0.png,scattered_light,96.128555
test/H1_2MiqBqkHEl_spectrogram_2.0.png,koi_fish,99.99304
test/H1_2NNpuWcQ0s_spectrogram_2.0.png,koi_fish,57.738113
test/H1_2NY0ZQgOlI_spectrogram_2.0.png,koi_fish,99.99862
test/H1_2Ny2HYvcZv_spectrogram_2.0.png,koi_fish,99.99633
test/H1_2OovfTLubE_spectrogram_2.0.png,blip,90.23459
test/H1_2PzZPKu1hK_spectrogram_2.0.png,blip,62.731426
test/H1_2QC7Snhgtp_spectrogram_2.0.png,blip,98.22832
test/H1_2QTlEABsi5_spectrogram_2.0.png,koi_fish,95.510254
test/H1_2QsNh4u8wx_spectrogram_2.0.png,low_frequency_burst,99.3339
test/H1_2RKS4KvXIn_spectrogram_2.0.png,blip,80.81465
test/H1_2RU2tw2zvF_spectrogram_2.0.png,koi_fish,99.39517
test/H1_2SPW6aInsj_spectrogram_2.0.png,koi_fish,92.11826
test/H1_2TFLUmurSM_spectrogram_2.0.png,koi_fish,99.99971
test/H1_2TcRx3KxzS_spectrogram_2.0.png,scattered_light,50.054146
test/H1_2UZPKSSuj3_spectrogram_2.0.png,koi_fish,99.979454
test/H1_2V6OC7CgyC_spectrogram_2.0.png,scattered_light,99.82943
test/H1_2V8zczBGbF_spectrogram_2.0.png,power_line,99.94595
test/H1_2W23MQZ6EE_spectrogram_2.0.png,low_frequency_burst,41.92002
test/H1_2YOda4C62i_spectrogram_2.0.png,blip,97.87072
test/H1_2ZGF22jYvP_spectrogram_2.0.png,repeating_blips,35.41064
test/H1_2ZfN5HSe64_spectrogram_2.0.png,whistle,91.92154
test/H1_2a0PlzK3VR_spectrogram_2.0.png,blip,82.43687
test/H1_2bDAZI204X_spectrogram_2.0.png,whistle,90.104225
test/H1_2bfhFV3csv_spectrogram_2.0.png,koi_fish,48.387886
test/H1_2dVTt0Mzgz_spectrogram_2.0.png,blip,70.663
test/H1_2ei0OxLi50_spectrogram_2.0.png,blip,36.62695
test/H1_2evM7Qg6Kh_spectrogram_2.0.png,whistle,73.56461
test/H1_2fFnxMuRqR_spectrogram_2.0.png,koi_fish,99.43596
test/H1_2fJrQGHl7P_spectrogram_2.0.png,power_line,92.50137
test/H1_2fOzKNivit_spectrogram_2.0.png,blip,73.27269
test/H1_2fhapgaXQf_spectrogram_2.0.png,no_glitch,49.325027
test/H1_2hgRPSTpeF_spectrogram_2.0.png,low_frequency_burst,99.93876
test/H1_2hhFYCQWDF_spectrogram_2.0.png,blip,97.26269
test/H1_2i4RkONXz1_spectrogram_2.0.png,repeating_blips,69.698105
test/H1_2i6UunwUU9_spectrogram_2.0.png,extremely_loud,72.93164
test/H1_2kTRPGV09W_spectrogram_2.0.png,extremely_loud,99.999985
test/H1_2kk2AGyMYR_spectrogram_2.0.png,extremely_loud,46.179478
test/H1_2l4gMR7z4b_spectrogram_2.0.png,koi_fish,99.80716
test/H1_2mJtpRIcz3_spectrogram_2.0.png,blip,99.55896
test/H1_2opsMxFqzF_spectrogram_2.0.png,koi_fish,99.99304
test/H1_2t3CDwuqop_spectrogram_2.0.png,blip,84.48414
test/H1_2tIShOsr8n_spectrogram_2.0.png,extremely_loud,32.095154
test/H1_2toYl24hmt_spectrogram_2.0.png,koi_fish,99.750694
test/H1_2uYeC6ZrVB_spectrogram_2.0.png,koi_fish,95.181366
test/H1_2vBW9hxKTS_spectrogram_2.0.png,whistle,79.635376
test/H1_2vyuqkL1j6_spectrogram_2.0.png,blip,77.43183
test/H1_2wq7AWkQu8_spectrogram_2.0.png,scratchy,74.893745
test/H1_2xIM8Vf2Bu_spectrogram_2.0.png,low_frequency_lines,98.01185
test/H1_2xQZR514eQ_spectrogram_2.0.png,koi_fish,99.98843
test/H1_2xxh7reUZm_spectrogram_2.0.png,blip,73.52054
test/H1_2ysS9ed2Gj_spectrogram_2.0.png,koi_fish,74.71742
test/H1_30a0pBZRvY_spectrogram_2.0.png,blip,99.74831
test/H1_31QobKMfNg_spectrogram_2.0.png,whistle,95.64927
test/H1_31b9hwNZT8_spectrogram_2.0.png,koi_fish,99.86462
test/H1_33ALVcrVvQ_spectrogram_2.0.png,blip,85.93052
test/H1_34DWentUQv_spectrogram_2.0.png,koi_fish,99.31452
test/H1_34oqzKZXXt_spectrogram_2.0.png,low_frequency_burst,97.55986
test/H1_363AZA5MiJ_spectrogram_2.0.png,power_line,99.91127
test/H1_37PFuzqg40_spectrogram_2.0.png,blip,96.74915
test/H1_37pDfuP6wp_spectrogram_2.0.png,blip,98.050674
test/H1_386NNKop7Y_spectrogram_2.0.png,low_frequency_burst,99.58289
test/H1_38WOPPcYD3_spectrogram_2.0.png,whistle,81.857704
test/H1_39gBQN97Kz_spectrogram_2.0.png,koi_fish,50.954758
test/H1_3AeswKbztF_spectrogram_2.0.png,low_frequency_burst,60.57961
test/H1_3AfLwR2qAE_spectrogram_2.0.png,whistle,33.93709
test/H1_3BITKVnppA_spectrogram_2.0.png,koi_fish,99.99882
test/H1_3BMqeBXHU4_spectrogram_2.0.png,repeating_blips,41.90224
test/H1_3CUfIhZzKt_spectrogram_2.0.png,koi_fish,99.95102
test/H1_3EBSTrAppQ_spectrogram_2.0.png,extremely_loud,100.0
test/H1_3EBqetoLvI_spectrogram_2.0.png,power_line,91.107864
test/H1_3EDIQxsHFq_spectrogram_2.0.png,whistle,45.520485
test/H1_3GFm4GcMp8_spectrogram_2.0.png,koi_fish,99.91274
test/H1_3JKBMOrzl5_spectrogram_2.0.png,extremely_loud,60.27619
test/H1_3JZLifJrEv_spectrogram_2.0.png,blip,95.76025
test/H1_3LRDZC23oI_spectrogram_2.0.png,koi_fish,99.91331
test/H1_3MEJG6m6DW_spectrogram_2.0.png,power_line,99.98955
test/H1_3OXE65hT2Q_spectrogram_2.0.png,blip,97.19812
test/H1_3OdnTHCskM_spectrogram_2.0.png,blip,92.30168
test/H1_3P8pDsJRrh_spectrogram_2.0.png,scratchy,85.95997
test/H1_3PSTeU4azU_spectrogram_2.0.png,blip,99.34097
test/H1_3QgURk7es1_spectrogram_2.0.png,scattered_light,49.287327
test/H1_3RkJTmMBKA_spectrogram_2.0.png,koi_fish,94.055176
test/H1_3SR9iPJRNt_spectrogram_2.0.png,koi_fish,99.97451
test/H1_3SrLjjMGli_spectrogram_2.0.png,whistle,100.0
test/H1_3VT6c4cyxU_spectrogram_2.0.png,scattered_light,89.61151
test/H1_3VeZkmdC4j_spectrogram_2.0.png,blip,99.31372
test/H1_3WLFkkrJKa_spectrogram_2.0.png,blip,96.42202
test/H1_3XMCkD5HlQ_spectrogram_2.0.png,power_line,99.97713
test/H1_3ap7JbOCty_spectrogram_2.0.png,blip,97.691765
test/H1_3bhclPWDjk_spectrogram_2.0.png,extremely_loud,34.867825
test/H1_3c2SJzo9MP_spectrogram_2.0.png,blip,52.567863
test/H1_3cyqfGmOQX_spectrogram_2.0.png,blip,94.35165
test/H1_3dKlpDfnP3_spectrogram_2.0.png,koi_fish,47.580357
test/H1_3eWwicd16b_spectrogram_2.0.png,koi_fish,78.59118
test/H1_3f0cvR7wJk_spectrogram_2.0.png,koi_fish,99.8235
test/H1_3g6ZrxEq39_spectrogram_2.0.png,extremely_loud,52.619026
test/H1_3kaPCDjpT5_spectrogram_2.0.png,whistle,48.07331
test/H1_3kgirJpwKp_spectrogram_2.0.png,blip,91.08011
test/H1_3km27o2A0G_spectrogram_2.0.png,scattered_light,98.196144
test/H1_3lOPMInLfi_spectrogram_2.0.png,koi_fish,97.534615
test/H1_3lhtellmAU_spectrogram_2.0.png,blip,78.527985
test/H1_3mudA94eSs_spectrogram_2.0.png,blip,98.50381
test/H1_3n08km98UB_spectrogram_2.0.png,scattered_light,94.402466
test/H1_3qi3YMrYNo_spectrogram_2.0.png,power_line,99.47552
test/H1_3ql7CfxpEr_spectrogram_2.0.png,whistle,99.999405
test/H1_3sd26tGFDA_spectrogram_2.0.png,scattered_light,99.72881
test/H1_3t2uC8YEXt_spectrogram_2.0.png,koi_fish,49.25181
test/H1_3tdb2QUKa3_spectrogram_2.0.png,none_of_the_above,48.183735
test/H1_3tzYVxbBIJ_spectrogram_2.0.png,power_line,74.88208
test/H1_3urVIdu77J_spectrogram_2.0.png,low_frequency_lines,70.49137
test/H1_3wIB9y4D8y_spectrogram_2.0.png,power_line,92.01896
test/H1_3wQVVFi41b_spectrogram_2.0.png,koi_fish,99.99777
test/H1_3wc5LkmLyd_spectrogram_2.0.png,air_compressor,48.84346
test/H1_3zaUkosfc0_spectrogram_2.0.png,koi_fish,93.62593
test/H1_3zeWi7MSb0_spectrogram_2.0.png,low_frequency_burst,32.55972
test/H1_43S1S6MILl_spectrogram_2.0.png,blip,92.03651
test/H1_443aryuo1W_spectrogram_2.0.png,blip,38.71084
test/H1_45ET5cZtQz_spectrogram_2.0.png,koi_fish,99.71174
test/H1_45LPn3KaDj_spectrogram_2.0.png,scattered_light,93.10133
test/H1_45RohqzzIe_spectrogram_2.0.png,blip,97.26465
test/H1_46wTAwFgSd_spectrogram_2.0.png,koi_fish,99.96579
test/H1_47VSX9zwX6_spectrogram_2.0.png,repeating_blips,70.103745
test/H1_47WLicXiMO_spectrogram_2.0.png,power_line,99.99895
test/H1_48HW8avpAw_spectrogram_2.0.png,low_frequency_burst,99.95011
test/H1_48rBO4mF8F_spectrogram_2.0.png,repeating_blips,53.45047
test/H1_4AD8hs3Oxy_spectrogram_2.0.png,whistle,99.99248
test/H1_4Amjw3ygPq_spectrogram_2.0.png,blip,68.60698
test/H1_4AuyOfgI2E_spectrogram_2.0.png,scattered_light,60.64842
test/H1_4BRUnMW9v7_spectrogram_2.0.png,koi_fish,44.83553
test/H1_4BxILdjo7T_spectrogram_2.0.png,blip,86.40657
test/H1_4DIUuijk5h_spectrogram_2.0.png,low_frequency_burst,98.17677
test/H1_4DqOpU6Z0Y_spectrogram_2.0.png,koi_fish,37.46114
test/H1_4GqltJlrkP_spectrogram_2.0.png,blip,67.10002
test/H1_4H4m7RBFLC_spectrogram_2.0.png,whistle,91.84232
test/H1_4HTsNbsfI6_spectrogram_2.0.png,blip,94.71842
test/H1_4IjLFrxO7g_spectrogram_2.0.png,blip,98.96527
test/H1_4Iu3VTFF7n_spectrogram_2.0.png,whistle,99.99805
test/H1_4JFCYBejmy_spectrogram_2.0.png,whistle,68.86587
test/H1_4KiUqB15Xy_spectrogram_2.0.png,power_line,99.54113
test/H1_4MmeLnWZLY_spectrogram_2.0.png,whistle,99.999855
test/H1_4Mr4n35D9v_spectrogram_2.0.png,low_frequency_burst,85.31743
test/H1_4OCBEuqJJz_spectrogram_2.0.png,koi_fish,60.468204
test/H1_4QU1cZjwwg_spectrogram_2.0.png,koi_fish,99.97996
test/H1_4RA08miqW8_spectrogram_2.0.png,power_line,99.77677
test/H1_4REgWsRgqn_spectrogram_2.0.png,koi_fish,99.987755
test/H1_4SB3hvtwUZ_spectrogram_2.0.png,blip,83.835976
test/H1_4SIJRSQYll_spectrogram_2.0.png,extremely_loud,99.966644
test/H1_4T5TrhIQPX_spectrogram_2.0.png,low_frequency_burst,99.799
test/H1_4TskgvMLa2_spectrogram_2.0.png,blip,99.606964
test/H1_4W3EgHsFdB_spectrogram_2.0.png,koi_fish,51.378548
test/H1_4WXT7g575l_spectrogram_2.0.png,tomte,85.91502
test/H1_4X4vKuXQYj_spectrogram_2.0.png,scattered_light,88.40774
test/H1_4X6LS2zZuP_spectrogram_2.0.png,repeating_blips,51.81447
test/H1_4ZzTArvUA7_spectrogram_2.0.png,blip,99.39244
test/H1_4aMAeXX0lg_spectrogram_2.0.png,koi_fish,97.92378
test/H1_4b6mnCtIAJ_spectrogram_2.0.png,power_line,99.84353
test/H1_4bHVM5UuEs_spectrogram_2.0.png,extremely_loud,96.483086
test/H1_4bJoYtpbXm_spectrogram_2.0.png,repeating_blips,68.745224
test/H1_4etPAkoN7W_spectrogram_2.0.png,koi_fish,99.97454
test/H1_4f6990pURE_spectrogram_2.0.png,koi_fish,86.65584
test/H1_4fe92J089c_spectrogram_2.0.png,light_modulation,82.98811
test/H1_4gJt4h8b4x_spectrogram_2.0.png,blip,84.820656
test/H1_4itmbqTtPY_spectrogram_2.0.png,blip,98.45377
test/H1_4jDXMFFYGo_spectrogram_2.0.png,blip,56.507378
test/H1_4jwVqTJFOb_spectrogram_2.0.png,blip,98.55298
test/H1_4kOrBpJXnS_spectrogram_2.0.png,koi_fish,35.51798
test/H1_4m0qiQkG6I_spectrogram_2.0.png,koi_fish,99.99795
test/H1_4mG5Hai0Qi_spectrogram_2.0.png,koi_fish,99.84339
test/H1_4n0hUVrbH1_spectrogram_2.0.png,blip,95.699295
test/H1_4sQ9RKVakQ_spectrogram_2.0.png,whistle,99.99903
test/H1_4uxt0puYXI_spectrogram_2.0.png,power_line,92.97417
test/H1_4uyRJE4Dtt_spectrogram_2.0.png,koi_fish,99.97458
test/H1_4v74ZtbEs9_spectrogram_2.0.png,extremely_loud,99.99988
test/H1_4vVJtWTl9x_spectrogram_2.0.png,low_frequency_burst,75.57061
test/H1_4vgUrOlGDS_spectrogram_2.0.png,light_modulation,97.495155
test/H1_4wCKAXxuWZ_spectrogram_2.0.png,koi_fish,99.98777
test/H1_4wHdLmd77j_spectrogram_2.0.png,blip,94.14878
test/H1_4wQ9nbcGR8_spectrogram_2.0.png,repeating_blips,83.60431
test/H1_4xXKNocPub_spectrogram_2.0.png,no_glitch,56.647038
test/H1_4yz6SVO7pV_spectrogram_2.0.png,repeating_blips,56.299698
test/H1_4zIaC8wg43_spectrogram_2.0.png,helix,97.34929
test/H1_501D1aU40b_spectrogram_2.0.png,whistle,93.29542
test/H1_50B8B1HbYb_spectrogram_2.0.png,blip,97.88533
test/H1_50i6TjDfwD_spectrogram_2.0.png,blip,95.13755
test/H1_56NGhp8VLM_spectrogram_2.0.png,scratchy,48.339756
test/H1_56dyDTsHST_spectrogram_2.0.png,blip,92.45539
test/H1_5750IqyvBT_spectrogram_2.0.png,blip,88.57167
test/H1_5A3o0EX48U_spectrogram_2.0.png,blip,41.414703
test/H1_5B89MFso5N_spectrogram_2.0.png,scattered_light,38.1423
test/H1_5BR3N58FOe_spectrogram_2.0.png,repeating_blips,56.685055
test/H1_5C3f8Xvzjb_spectrogram_2.0.png,blip,92.58421
test/H1_5EUciU3au8_spectrogram_2.0.png,low_frequency_burst,92.94936
test/H1_5EVDGG63kS_spectrogram_2.0.png,blip,83.24793
test/H1_5FAW9DQA8F_spectrogram_2.0.png,blip,91.766
test/H1_5GpeYQXPjf_spectrogram_2.0.png,koi_fish,99.99892
test/H1_5HPltvbvRC_spectrogram_2.0.png,blip,96.84558
test/H1_5HpX0lqUWx_spectrogram_2.0.png,low_frequency_lines,58.64302
test/H1_5IZtRLffD0_spectrogram_2.0.png,koi_fish,84.86881
test/H1_5KrUFH6gS7_spectrogram_2.0.png,tomte,81.924706
